title,label,label_score
jokowi bangun istana negara papua bappenas,clickbait,1
tetap tarif listrik pln serah perintah,non-clickbait,0
program bangkit listrik ribu mw operasi persen,non-clickbait,0
gempa magnitudo guncang palu,non-clickbait,0
sidang kivlan zen tunda pekan acara bekas luka granat kaki sakit,non-clickbait,0
pimpin dpr tuju jokowi bangun istana papua,non-clickbait,0
temu nasional legislatif demokrat putar dokumenter capai sby,non-clickbait,0
fahri hamzah heran capim kpk teken kontrak politik komisi iii,clickbait,1
keluarga sengaja masuk bj habibie icu istirahat,non-clickbait,0
menkumham cabut paspor veronica koman sesuai undangundang,non-clickbait,0
orang korporasi sangka karhutla,non-clickbait,0
sandiaga uno gabung gerindra,clickbait,1
dpr rapat capim kpk masyarakat sipil icw,non-clickbait,0
keluarga bj habibie jantung muda,non-clickbait,0
berat dakwa kivlan zen aju eksepsi,non-clickbait,0
putra bj habibie stabil lemas,non-clickbait,0
sangka art tewas terkam anjing,clickbait,1
airlangga hartarto kader golkar dpr kawal bijak jokowi,non-clickbait,0
bambang sadono amandemen batas uud lebar kemanamana,non-clickbait,0
putra bj habibie khawatir beliau sembuh,clickbait,1
minta bangun istana presiden papua,clickbait,1
kader muda nu dukung revisi uu kuat kpk,non-clickbait,0
mpr hidup gbhn suara rakyat,clickbait,1
kisah curi perangkap rumah mewah sasar,clickbait,1
keluarga batas besuk bj habibie rumah sakit,non-clickbait,0
antam sabet harga gold sdgs kopi halmahera,non-clickbait,0
kpk geledah lokasi kait mafia migas,non-clickbait,0
mpr rekomendasi gbhn isi program halaman,non-clickbait,0
kpk tetap eks dirut petral bambang irianto sangka mafia migas,non-clickbait,0
theo l sambuaga bj habibie salat baring,clickbait,1
cari jokowi kunjung papua,clickbait,1
kapolda jatim ultimatum veronica koman kooperatif,non-clickbait,0
wakil ketua mpr prihatin kondisi moral bangsa buruk,non-clickbait,0
mafia migas bambang irianto terima suap usd juta,non-clickbait,0
jdih bnptki raih baik ii jdihn award,non-clickbait,0
video operasi patuh jaya sasar kendara kawasan juanda gondangdia,clickbait,1
muncul usul dki wagub,clickbait,1
ratus teliti lipi tolak revisi uu kpk,non-clickbait,0
potret miskin keluarga karawang tinggal gubuk kandang ayam,clickbait,1
jokowi paksa bumn terima masyarakat papua,clickbait,1
jokowi istana presiden bangun papua,clickbait,1
lelang erp batal dishub dki coret anggar rp milliar apbd,non-clickbait,0
temu jokowi tokoh papua mekar bangun istana presiden,clickbait,1
doa maruf amin sembuh bj habibie,clickbait,1
tokoh papua benny wenda hak atur nkri tanah papua,clickbait,1
video warteg bakar jakarta barat,clickbait,1
jokowi tuju usul mekar wilayah papua papua barat,non-clickbait,0
pln sabet harga isda,non-clickbait,0
dpr bahas revisi uu md golkar incar posisi ketua mpr,clickbait,1
datang gedung merah putih tokoh lintas agama tolak revisi uu kpk,non-clickbait,0
lapor cabut polisi henti motor tabrak pejal kaki trotoar,non-clickbait,0
ketua dprd kota jayapura sumbang tanah pribadi bangun istana presiden,non-clickbait,0
ide anies legal pkl trotoar langgar undangundang,clickbait,1
demokrat tunggu rekomendasi dpp kait pimpin dprd dki,non-clickbait,0
rumah makan gratis bogor garong handphone raib,non-clickbait,0
syarat minimal didik lamar jabat cpns,non-clickbait,0
jokowi temu tokoh papua istana,non-clickbait,0
kabar bj habibie tinggal hoaks,non-clickbait,0
catat gerhana matahari cincin indonesia desember,clickbait,1
jenguk bj habibie rspad anies baswedan komunikasi,clickbait,1
tingkat kompetensi kemnaker latih pkb,non-clickbait,0
video ganjil genap luas udara jakarta kotor,clickbait,1
nyaman menpar homestay regulasi,clickbait,1
orang tewas ka gumarang hantam angkot cibitung,non-clickbait,0
jenguk bj habibie sby absen acara demokrat,clickbait,1
langgar luas ganjil genap,non-clickbait,0
komisi iii dpr temu koalisi masyarakat sipil bahas capim kpk,non-clickbait,0
sby air mata rindu sang bahan hati ani yudhoyono,clickbait,1
sterilisasi trotoar dishub dki jakarta laku kanalisasi jalan,non-clickbait,0
damping budi gunawan jokowi dengar aspirasi tokoh papua,non-clickbait,0
polisi tangkap kendara motor tabrak pejal kaki trotoar viral medsos,non-clickbait,0
sby ekonomi indonesia tumbuh lanjut,clickbait,1
metro pek cerita celaka tol cipularang wanita baju putih,clickbait,1
sby harap pidato kontemplasi dengar jokowi,non-clickbait,0
top news raya tinggal lanjut video syur vina garut,clickbait,1
fakta ungkap aulia kesuma rekonstruksi bunuh suami anak tiri,clickbait,1
pb djarum setop audisi beasiswa bulu tangkis,non-clickbait,0
perintah batas orang asing masuk papua papua barat,non-clickbait,0
sukusuku manokwari laksana deklarasi damai,non-clickbait,0
ditjen imigrasi cabut paspor veronica koman,non-clickbait,0
kpk umum sangka mafia migas siang,non-clickbait,0
harapharap cemas ujung revisi uu kpk,clickbait,1
akses internet wilayah papua daerah papua barat buka,non-clickbait,0
airlangga jual nama jokowi jelang munas golkar,non-clickbait,0
bakar kapuk muara hasil padam damkar kerah,non-clickbait,0
wiranto gubernurgubernur patungan bangun asrama nusantara,clickbait,1
kivlan zen jalan sidang perdana milik senjata api ilegal,non-clickbait,0
kendara kena tilang sore luas ganjil genap laku,non-clickbait,0
pan putri zulkifli hasan pimpin dprd dki,non-clickbait,0
video pria pamer ilmu tenaga tilang polisi,clickbait,1
tokoh papua jokowi hukum tuhan beda,clickbait,1
kabut asap pekat sekolah jambi libur,non-clickbait,0
dishub jaksel ganjil genap lancar,clickbait,1
wiranto kirim utus pbb konflik papua,non-clickbait,0
jenguk habibie rspad hamdan zoelva moga cepat sembuh allah,clickbait,1
hadir sidang perdana milik senjata api kivlan zen pakai kursi roda,clickbait,1
teliti lipi revisi uu kpk bentuk kartel politik dpr,clickbait,1
kpk menkumham ajar revisi uu kpk,non-clickbait,0
ditjen imigrasi veronica koman australia,non-clickbait,0
anies baik kualitas udara jakarta tibatiba,clickbait,1
cuaca langit jabodetabek cerah pagi malam,clickbait,1
adik kandung bj habibie kondisi baik,clickbait,1
tum pbnu said aqil pilih vice president religion for peace,non-clickbait,0
ani yudhoyono pulang kenang sby sosok memo,clickbait,1
tokoh papua temu jokowi budi gunawan ujung tombak nkri,clickbait,1
jaksa kivlan zen bayar matamata rp juta intai wirantoluhut,non-clickbait,0
demokrat bangun museum ani yudhoyono pacitan,non-clickbait,0
pilih cawagub dki fraksi psi kriteria,clickbait,1
doa tokoh bj habibie rawat rspad,clickbait,1
keluarga batas tamu rumah bj habibie,non-clickbait,0
kpk cegah anggota dpr melchias mekeng negeri,non-clickbait,0
putra bj habibie lupa umur,clickbait,1
keluarga bj habibie tinggal dunia hoaks percaya,clickbait,1
mendagri otonomi khusus,clickbait,1
damping kuasa hukum sidang dakwa habil marati tunda,non-clickbait,0
keluarga bj habibie rawat jerman,non-clickbait,0
m nuh respons habibie bagus buka mata,clickbait,1
jk tuju pegawai kpk asal asn,non-clickbait,0
fahri hamzah aku siap partai gelora,non-clickbait,0
jk jokowi kirim surpres dpr kait revisi uu kpk,non-clickbait,0
polisi selidik transaksi uang rekening veronica koman,non-clickbait,0
menteri lhk kirim surat protes dubes malaysia asap karhutla,non-clickbait,0
wiranto pasti bina atlet bulu tangkis jalan,non-clickbait,0
kisah pilu asih perkosa tumbal sugih teman,clickbait,1
sheila majid ruth sahanaya kangenkangenan golden memories asia indosiar,clickbait,1
raditya dika derita autoimun anak alami gejala,non-clickbait,0
tampil konser ari lasso andra and the backbone latih,clickbait,1
fakta sidang perdana narkoba jefri nichol,clickbait,1
gelar konser kota ari lasso intim gemar,clickbait,1
anggap bongkar aib bebby fey ambil pusing,clickbait,1
aktor kim min joon nikah kakak gdragon,clickbait,1
kim kardashian gelisah didiagnosa idap sakit lupus,non-clickbait,0
fanny ghassani aku larang suami unggah foto bikin,clickbait,1
bima aryo janji klarifikasi anjing tewas art,clickbait,1
jalan radioterapi ria irawan kirim bunga jokowi,non-clickbait,0
saking ngeri akting lee wook kru drama tenang tonton,clickbait,1
aku korban perkosa fakta tarik barbie nouva,clickbait,1
ahmad dhani thr keluarga korban celaka dul jaelani,clickbait,1
pek unggah pose hijab irish bella ngaku hijrah,clickbait,1
korban perkosa barbie nouva lapor polisi,clickbait,1
slank tampil bareng mltr massive worldwide malaysia,non-clickbait,0
film joker tempat dunia batman,non-clickbait,0
ngaku tinggal amerika barbie kumalasari bikin geli boy william,clickbait,1
raih juta tonton gundala film laris,non-clickbait,0
derita autoimun raditya dika obat singapura,non-clickbait,0
derita prilly latuconsina mata bengkak danur sunyaruri,non-clickbait,0
asa adipati dolken warkop dki reborn tayang bioskop,clickbait,1
peran tohpati lagu baru nyanyi riri,non-clickbait,0
kulit sensitif gracia indri selektif pilih cantik,clickbait,1
ingat farhat abbas hotman paris jaga sehat minum vitamin,clickbait,1
henti sinead oconnor manggung hijab,clickbait,1
bebby fey ajak sumpah pocong youtuber bohong,clickbait,1
heboh aku barbie nouva ancam pistol perkosa,clickbait,1
joker nobat film baik festival film venesia,non-clickbait,0
elza syarief kecewa laku hotman paris,clickbait,1
ahmad dhani penjara korban dul jaelani khawatir santun henti,non-clickbait,0
korban perkosa barbie nouva ngaku leceh paman,non-clickbait,0
video hailee stainfeld gabung marvel,clickbait,1
hobi olahraga mahal ali syakieb rogoh kocek rp juta,clickbait,1
susah tidur jefri nichol tawar ganja restoran fast food kemang,clickbait,1
video joker raih harga film baik festival film venice,clickbait,1
tarra budiman berat nama anak pakai orang,non-clickbait,0
nicki minaj maaf umum pensiun,non-clickbait,0
agnez mo cerita makna dalam lagu diamond,clickbait,1
sandra dewi bikin iri cantik singset lahir,clickbait,1
mane tegas bahagia liverpool,non-clickbait,0
rossi prediksi inter mil saing juventus,non-clickbait,0
lesat bak meteor chelsea asuh mason mount usia,clickbait,1
jadwal siar langsung timnas indonesia vs thailand kualifikasi piala dunia,non-clickbait,0
bek manchester united obat china sembuh cedera,non-clickbait,0
nba haram main gaya ala ninja,non-clickbait,0
abai kpai pbsi daerah audisi bulutangkis djarum jalan,non-clickbait,0
jadwal liga inggris pekan mu tantang leicester,clickbait,1
jadwal shopee liga pekan persipura vs persija,non-clickbait,0
atlet jetski indonesia aqsa sutan aswar juara amerika serikat,non-clickbait,0
latih timnas indonesia main thailand kualitas beda,clickbait,1
lawan timnas indonesia latih thailand baik lini,non-clickbait,0
timnas indonesia vs thailand waspada gempur lawan,clickbait,1
larut ganjar pranowo mediator kpai djarum,non-clickbait,0
bangkit timnas indonesia tempur lawan thailand,clickbait,1
adu taktik timnas indonesia vs thailand simon mcmenemy tantang latih kelas piala dunia,clickbait,1
hasil lengkap kualifikasi euro jerman rebut puncak klasemen belanda amuk,clickbait,1
masuk radar mu respons james maddison,clickbait,1
winger mu frustrasi pulang timnas inggris,clickbait,1
prediksi timnas indonesia vs thailand pantang kalah,clickbait,1
jadwal timnas indonesia vs thailand kualifikasi piala dunia siar langsung televisi,non-clickbait,0
daftar alumnus audisi beasiswa bulu tangkis pb djarum,clickbait,1
buka lembar sejarah rivalitas timnas indonesia thailand,clickbait,1
klasemen motogp jelang balap san marino,non-clickbait,0
jelang timnas indonesia vs thailand faktor beban skuat garuda,clickbait,1
michael owen kualitas mu liverpool tara,non-clickbait,0
jadwal motogp san marino momentum bangkit marquez,clickbait,1
sergio ramos dukung penuh rencana real madrid gaet pogba,non-clickbait,0
jadwal timnas indonesia vs thailand kualifikasi piala dunia,non-clickbait,0
timnas indonesia vs thailand simak duel antarlini tim,clickbait,1
acer rilis planet platfrom generasi gemar esports,non-clickbait,0
kualifikasi euro timnas jerman kalah irlandia utara,clickbait,1
kabar mu winger juventus marah,clickbait,1
headline audisi pb djarum setop nasib regenerasi atlet bulu tangkis,clickbait,1
bintang thailand target poin markas timnas indonesia,non-clickbait,0
fifa rating rilis lionel messi hasil unggul ronaldo,clickbait,1
gagal rekrut lionel messi sesal besar hidup arsene wenger,clickbait,1
cedera parah chiellini damping juventus,non-clickbait,0
legenda mu aguero lahir bek serang,clickbait,1
legenda napoli luka bagus icardi,clickbait,1
menang timnas indonesia thailand,clickbait,1
van dijk tolak pinang real madrid,clickbait,1
barcelona habis uang gaji main liga spanyol,non-clickbait,0
jadwal timnas indonesia vs thailand bangkit,clickbait,1
kerap koleksi kartu kuning latih persib desak main tahan emosi,clickbait,1
hatem ben arfa main bintang klub,clickbait,1
timnas indonesia vs thailand mcmenemy kantong lemah lawan,clickbait,1
alas legenda inggris tolak mu everton hebat,clickbait,1
simon mcmenemy lawan tim timnas indonesia menang,clickbait,1
legenda liverpool tuduh salah egois,clickbait,1
wonderkid thailand bikin malu timnas indonesia jakarta,clickbait,1
timnas indonesia vsthailand manahati suporter langsung sugbk,clickbait,1
jadwal timnas indonesia vs thailand ppd siar langsung televisi,non-clickbait,0
simon mcmenemy main timnas indonesia kurang aktivitas medsos,non-clickbait,0
latih bal united timnas indonesia awas messi thailand,non-clickbait,0
temu timnas indonesia vs thailand lupa,clickbait,1
atlet lolos final audisi beasiswa bulu tangkis pb djarum kudus,non-clickbait,0
pilar absen persija andal main anyar hadap persipura,clickbait,1
isi tenaga jeda kompetisi bek persija ambisi tumbang persipura,clickbait,1
badai cedera mu kabar,clickbait,1
jadwal timnas indonesia vs thailand siar langsung televisi,non-clickbait,0
barcelona maksimal frenkie de jong,clickbait,1
rekor tandang borneo fc bikin arema fc cemas,clickbait,1
cedera pulih timnas indonesia main osas saha hadap thailand,non-clickbait,0
latih wenger arsenal angkut lionel messi barcelona,clickbait,1
persib incar bachdim ferdinand robert alberts,clickbait,1
banding kuat valentino rossi marc marquez alex rins,non-clickbait,0
juventus kontrak sponsor nila fantastis,clickbait,1
jadwal timnas indonesia vs thailand live televisi,non-clickbait,0
prediksi kualifikasi euro prancis vs andorra potensi hujan gol paris,clickbait,1
gelandang tottenham rebut real madrid juventus,clickbait,1
koscielny tinggal arsenal hubung uang,clickbait,1
baya surabaya tunggu main timnas indonesia,non-clickbait,0
uji zidane lelah real madrid,clickbait,1
lautaro martinez icardi tahan inter mil,clickbait,1
komdis pssi jatuh denda rp juta persib,non-clickbait,0
latih bayar tinggi dunia,clickbait,1
penuh gairah tenis seksi cium mesra pacar gagal as buka,clickbait,1
susun main timnas indonesia vs thailand beto andal,clickbait,1
kendala manchester united atas ole gunnar solskjaer,clickbait,1
alexis sanchez sudi mu,clickbait,1
jadwal timnas indonesia vs thailand kualifikasi pd siar langsung televisi,non-clickbait,0
real madrid dekat virgil van dijk,non-clickbait,0
deschamps arsenal gantung guendouzi,non-clickbait,0
inter mil ogah jual skriniar manchester city,clickbait,1
samsung galaxy as kamera utama,clickbait,1
laptop gaming lenovo legion baru,non-clickbait,0
kemkominfo blokir internet wilayah papua,non-clickbait,0
lenovo luncur laptop gaming legion baru,clickbait,1
cakap panas mobil esemka mobnas mobil presiden,clickbait,1
huawei mate x luncur,non-clickbait,0
baldr malware frankenstein hantu gamer guna komputer,clickbait,1
pes resmi luncur cek spesifikasi pc main gim,clickbait,1
motorola rilis smartphone g premium,non-clickbait,0
top tekno harga samsung galaxy as bikin penasaran,clickbait,1
arkeolog temu iphone usia makam tua,clickbait,1
disney tantang netflix,clickbait,1
akun instagram iron man robert downey jr retas tawar iphone gratis,clickbait,1
adu smartphone kamera mp,clickbait,1
iphone luncur varian warna agam,non-clickbait,0
produksi iphone foxconn duga langgar uu tenaga kerja tiongkok,non-clickbait,0
mudah salin teks foto google photos,clickbait,1
indonesia alami bayang september,clickbait,1
apresiasi guna setia smartfren siap kejut undi wow,clickbait,1
gojek xcelerate ambisi dorong kembang startup indonesia,non-clickbait,0
celah instagram bikin guna bagi postingan privat,non-clickbait,0
jack ma resmi pensiun alibaba,non-clickbait,0
bocor spesifikasi harga fitur iphone luncur malam,clickbait,1
kemkominfo buka blokir internet mimika jayawijaya,non-clickbait,0
rahasia tubuh seksi georgina rodriguez pacar cristiano ronaldo,clickbait,1
wakil indonesia podium island of gods juara ffai,non-clickbait,0
luka prediksi tajam ronaldo,clickbait,1
hatihati rashford nasib walcott,clickbait,1
balap f inspirasi valentino rossi,clickbait,1
visi beda usung arifdoni duduk kursi panas pssi,clickbait,1
peran klopp transfer coutinho bayern munchen,clickbait,1
gagal tahan tren positif uea kalah malaysia bukit jalil,non-clickbait,0
statistik tanding timnas indonesia vs thailand minim serang,clickbait,1
fekir sakit hati liverpool,clickbait,1
ramos dukung upaya real madrid datang pogba,non-clickbait,0
alas simon mcmenemy timnas indonesia kalah telak thailand,clickbait,1
timnas indonesia babak bur lawan thailand,clickbait,1
lithuania vs portugal kejar puncak klasemen,clickbait,1
arsenal bikin salah fatal jual iwobi,clickbait,1
ejek suporter timnas indonesia simon mcmenemy bela andritany,clickbait,1
lindung wni damai menlu manfaat diplomasi digital,clickbait,1
eksekusi mati guillotine perancis,non-clickbait,0
as negosiasi korea utara,non-clickbait,0
observatorium laut milik jerman hilang misterius duga arah,clickbait,1
top global asteroid lintas bumi curi perhati,clickbait,1
wanita duga bomber bunuh ledak markas militer filipina teror,clickbait,1
menlu diplomasi digital alat lawan ekstrem terorisme,non-clickbait,0
imbas ekspor kabut asap indonesia kian parah malaysia bikin hujan buat,non-clickbait,0
asteroid lintas kemarin pagi dampak bumi,clickbait,1
cegah bunuh dunia ayo peran,clickbait,1
australia blokir situs tayang video tembak christchurch,non-clickbait,0
balut puntung rokok ratus kilogram sampah cemar gold coast,non-clickbait,0
pimpin hong kong tolak campur tangan as internal china,non-clickbait,0
polisi belanda duga dalang tembak anak istri,non-clickbait,0
kemlu gandeng pulse lab pbb bikin aplikasi pantau berita antihoaks,non-clickbait,0
korut tembak proyektil tuju temu as september tanda,clickbait,1
tragedi fukushima jepang buang air radioaktif samudra pasifik,non-clickbait,0
uak makhluk misterius loch ness skotlandia tekateki pecah,clickbait,1
detikdetik gajah amuk pawai buddha sri lanka orang luka,clickbait,1
teleskop radio raksasa china deteksi sinyal antariksa alien,clickbait,1
skotlandia milik bunuh tinggi dominasi pria,non-clickbait,0
kerap bikin bingung awam beda asteroid komet meteor,clickbait,1
topan faxai tewas orang jepang transportasi rusak parah,non-clickbait,0
donald trump runding damai as talib mati,clickbait,1
kisah istri polisi hong kong hadap suami demonstrasi,clickbait,1
buntut kisruh brexit parlemen inggris resmi beku pekan,non-clickbait,0
sukses transplantasi kornea babi mata wanita,clickbait,1
serempet pejal kaki motor arogan tangkap polisi,clickbait,1
ratus langgar luas ganjil genap kena tilang,non-clickbait,0
juru kamera tabrak mobil balap gagal ngedrift,clickbait,1
perhati pilih bbm,clickbait,1
kocak kendara wanita mabuk lapor polisi,clickbait,1
honda genio rangka lebih,clickbait,1
koleksi mobil bj habibie,clickbait,1
intip volvo xc suv bongsor armored by esemka,clickbait,1
motor listrik tantang lintas balap,clickbait,1
industri komponen lokal jalin kerjasama esemka,non-clickbait,0
perhati halhal bangun kustom motor,clickbait,1
perhati ganti shockbreaker honda adv,clickbait,1
rakit motor pabrik honda menit,clickbait,1
honda adv motor offroad,clickbait,1
harley davidson fxr kuasa suryanation motorland makasar,clickbait,1
kendara tumpang esemka kantong tanda daftar tipe,clickbait,1
komunitas mobil komentar luas ganjil genap,clickbait,1
peugeot klaim sesuai iklim indonesia,non-clickbait,0
hektare lahan riau bakar,non-clickbait,0
celaka untun tol cipularang truk bakar,non-clickbait,0
sesal cinta segitiga bunuh muda agam,clickbait,1
unsur etnik kandang ayam rumah happy salma,non-clickbait,0
bebas masuk lapas kendari napi korupsi tipu milik toko bangun,clickbait,1
posisi kalapas sukamiskin ganti,clickbait,1
libat cekcok langgar lintas duga keroyok polisi tewas,clickbait,1
pindah kota tokoh masyarakat kaltim ingat potensi gegar budaya,non-clickbait,0
makna agung seren sura warga sunda wiwitan garut,non-clickbait,0
harimau sumatra kabar muncul siak jelas bbksda riau,clickbait,1
sowan klampis ireng raja gaib orang rezeki,clickbait,1
warga geger karung ganja septic tank,clickbait,1
hama tikus hantu tani garut,non-clickbait,0
pagi penuh asap kolaka timur minum kopi nikmat,clickbait,1
alas pemuda partai golkar diy wali kota yogyakarta undur,clickbait,1
kabut asap bakar hutan parah jambi tanggung,clickbait,1
masjid indah destinasi wisata favorit dunia,clickbait,1
resep cilok antialot kunyah susah,clickbait,1
nikmat sunset pulau dewata toko oleholeh,clickbait,1
perdana coba milk tea reaksi kakek dagang keliling dadak viral,clickbait,1
restoran cepat saji semprot warganet putus kerja teman tuli,clickbait,1
destinasi super prioritas,clickbait,1
teliti singapura fakta kejut tsunami aceh,clickbait,1
keluarga korban keroyok polisi lindung hukum,non-clickbait,0
kenal sekolah air hujan indonesia,clickbait,1
mantan karyawan asuransi gorontalo tipu nasabah ratus juta,non-clickbait,0
balada kartu tani purbalingga,clickbait,1
kabut asap pekat siang asa malam pekanbaru,clickbait,1
buntut bunuh santri cirebon polisi buru pasok obat larang sangka,clickbait,1
hatihati tawar kerja gaji batam,clickbait,1
truk boks guling tanjak emen tumpang tewas,non-clickbait,0
angin timur layar lintas pulau sumenep tangguh,non-clickbait,0
diagnosis kembung bocah tinggal akibat kanker perut,non-clickbait,0
anak depresi kenal tandatandanya,clickbait,1
bayi tabung lansia lahir anak kali,non-clickbait,0
atas depresi anak orangtua,clickbait,1
cegah bunuh dunia kenal paham,clickbait,1
remaja pikir bunuh cegah,clickbait,1
cegah orang bunuh medsos,clickbait,1
who detik orang tinggal bunuh,clickbait,1
pesan janda chester bennington tinggal orang kasih bunuh,clickbait,1
mati akibat bunuh alami orang usia muda,non-clickbait,0
turun angka bunuh who saran batas akses pestisida,non-clickbait,0
nikah terus picu orang bunuh,clickbait,1
bunuh muncul kondisi,clickbait,1
inovasi alat sehat indonesia hasil ekspor meja operasi,non-clickbait,0
bkkbn tegas masyarakat kb layan,non-clickbait,0
candu seks anak tidur orang,clickbait,1
hasil tes kim kardashian positif lupus,non-clickbait,0
sengaja telan air mani risiko,clickbait,1
tahan ereksi oles odol penis bikin iritasi,clickbait,1
nama bj habibie ukir timor leste,clickbait,1
video pakai stiker taksi online bebas atur ganjil genap,clickbait,1
sosok bj habibie mata menko luhut,clickbait,1
karya bj habibie industri dirgantara bikin bangga indonesia,clickbait,1
aaji saran warga pakai bpjs sehat,non-clickbait,0
pln harga gas bangkit listrik murah,non-clickbait,0
pikko pasok komponen mobil esemka,non-clickbait,0
banding negara asean birokrasi indonesia,non-clickbait,0
bri benah ekosistem gunung meru program csr peduli lingkung,non-clickbait,0
bayar klaim asuransi tingkat persen,non-clickbait,0
korban tumpah minyak pertamina kompensasi rp ribu,non-clickbait,0
pakai stiker taksi online bebas atur ganjil genap,non-clickbait,0
hasil bangkit ihsg tutup,non-clickbait,0
menteri sus klaim proses izin kkp,non-clickbait,0
sertifikasi insinyur indonesia bebas negara asean,non-clickbait,0
komite pantau temu sistem layan padu,non-clickbait,0
menteri pupr pasti anggar bangun istana papua,non-clickbait,0
hasil lelang proyek stadion bmw gugat menteri pupr,clickbait,1
swasta nilai minat bangun kota indonesia,clickbait,1
operasional menhub mobil listrik,non-clickbait,0
milenial sulit rumah kota,clickbait,1
cegah konflik kkp sosialisasi izin kelola ruang laut,non-clickbait,0
bangun istana papua menteri pupr bikin sayembara desain,non-clickbait,0
jokowi ekonomi dunia ramah,clickbait,1
dapat asuransi jiwa kuartal ii persen,non-clickbait,0
harga tanah kendala bangun istana papua,non-clickbait,0
lokasi istana presiden papua jembatan holtekamp,clickbait,1
jokowi insinyur peran era industri,clickbait,1
ihsg prediksi tengger zona hijau koleksi saham,clickbait,1
bangun infrastruktur destinasi super prioritas telan dana rp triliun,non-clickbait,0
pa handal optmalisasi air irigasi optimal,non-clickbait,0
subsidi listrik turun nasib langgan va,clickbait,1
sektor zona hijau ihsg kuat,non-clickbait,0
tani khawatir kembang produk tembakau alternatif,clickbait,1
perintah kaji hapus ppn kayu log,non-clickbait,0
ekonom indonesia aman ancam resesi,clickbait,1
komite pantau temu daerah terap izin padu,non-clickbait,0
ancam resesi ekonomi pindah kota kaji ulang,non-clickbait,0
bangun istana papua simbol,clickbait,1
jokowi terima harga organisasi insinyur seasean,non-clickbait,0
pindah kota timbul timpang dapat,non-clickbait,0
dpr rapat tutup bahas tumpah minyak karawang,non-clickbait,0
jokowi senang insinyur asean standar kompetensi,clickbait,1
karya insinyur indonesia manfaat orang,non-clickbait,0
pindah kota dongkrak tumbuh ekonomi,non-clickbait,0
kein jabar dampak buruk baju bekas impor,clickbait,1
dana asuransi jiwa modal proyek infrastruktur,non-clickbait,0
menteri basuki lelang proyek jakarta internasional stadium ulang,clickbait,1
bj habibie tinggal menteri bambang kenang beda mazhab bangun,clickbait,1
bj habibie jiwa entrepreneur,clickbait,1
menhub atur ganjil genap taksi online tangan polisi,non-clickbait,0
sepak terjang bj habibie sektor ekonomi kuat rupiah tolak imf,clickbait,1
menteri budi jasa bj habibie sektor hubung hitung,clickbait,1
din syamsuddin bangsa indonesia dunia hilang sosok bj habibie,clickbait,1
anies baswedan bj habibie sosok inspirasi juta keluarga,clickbait,1
rudiantara wilayah papua papua barat buka akses internet,clickbait,1
bj habibie wafat megawati bangsa hilang sosok pimpin inspiratif,clickbait,1
kenang sang adik habibie nasihat wafat,clickbait,1
bj habibie wafat wapres jk hilang putra baik bangsa,clickbait,1
maruf amin bj habibie investasi indonesia,clickbait,1
anies baswedan bj habibie tinggal inspirasi hidup,clickbait,1
am hendropriyono bj habibie sosok kerja keras,clickbait,1
langkah preventif tp jaksa nilai efektif cegah korupsi,non-clickbait,0
bj habibie tinggal rumah duka ramai datang keluarga,non-clickbait,0
menkominfo blokir twitter veronica koman gantung sidik,clickbait,1
kpk irjen firli langgar kode etik berat,clickbait,1
layat rumah duka prabowo kenang temu bj habibie,clickbait,1
bj habibie wafat yusril ihza mahendra hilang figur ayah,clickbait,1
prabowo ucap belasungkawa wafat bj habibie,clickbait,1
pratikno lokasi makam bj habibie siap,clickbait,1
ambulans putih siap jenazah bj habibie rumah duka,non-clickbait,0
capim kpk lili pintauli tuju dewan awas,clickbait,1
duga tki ilegal mohon paspor tolak imigrasi tangerang,non-clickbait,0
dewan awas nilai kontrol kerja kpk,non-clickbait,0
jokowi pimpin upacara makam bj habibie,non-clickbait,0
jenazah bj habibie bawa rumah duka patra kuningan,non-clickbait,0
jenazah bj habibie rumah duka patra kuningan,non-clickbait,0
polri bj habibie demokrasi maju teknologi indonesia,clickbait,1
bj habibie tinggal zulkifli hasan indonesia hilang guru ayah,clickbait,1
stafsus presiden papar bukti jokowi serius bangun papua,clickbait,1
rumah bj habibie banjir karang bunga,clickbait,1
revisi uu kpk jokowi kirim surat presiden dpr,clickbait,1
bj habibie tinggal dunia annisa yudhoyono beliau panggil,clickbait,1
suasana rumah duka bj habibie patra kuningan jakarta selatan,clickbait,1
asisten pribadi menpora imam nahrawi tahan kpk,non-clickbait,0
bj habibie tinggal kabung nasional september,non-clickbait,0
jokowi menit habibie pulang,clickbait,1
jokowi bj habibie istana solusi bangsa,clickbait,1
jokowi bj habibie ilmuwan kelas dunia teknologi indonesia,clickbait,1
bj habibie bumi samping makam ainun tmp kalibata,non-clickbait,0
ketua ma habibie aktif utuh bangsa,clickbait,1
temu kpi wiranto harap siar manfaat gaduh,clickbait,1
ibas demokrat moga bj habibie temu ani yudhoyono,clickbait,1
mendagri bj habibie sosok teknokrat kelas dunia indonesia hilang,clickbait,1
bj habibie tinggal jokowi belasungkawa,non-clickbait,0
keponakan habibie keluarga kumpul ruang icu mohon doa,clickbait,1
menhub budi karya aktif rang hoaks,non-clickbait,0
capim kpk lili tuding kerap markup anggar lpsk,clickbait,1
presiden ri bj habibie wafat,non-clickbait,0
melanie subono kabar bj habibie tinggal jumpa abadi,clickbait,1
jokowi dadak kunjung rspad bj habibie rawat,clickbait,1
jokowi rutin gelar rapat indonesia lirik investor asing,clickbait,1
